% Tiempo en UTC
% *Espacios sin datos estan marcados con NaN (not a number)
%año  mes dia hora min sec BV(volts) Temp DO Q
%
2025  1 16  8 30  0 2.85 5.380 11.846 1.005
2025  1 16  8 35  0 2.85 5.380 11.853 1.005
2025  1 16  8 40  0 2.85 5.360 11.856 1.005
2025  1 16  8 45  0 2.85 5.370 11.856 1.005
2025  1 16  8 50  0 2.85 5.390 11.840 1.005
2025  1 16  8 55  0 2.85 5.400 11.830 1.004
2025  1 16  9  0  0 2.85 5.390 11.839 1.004
2025  1 16  9  5  0 2.85 5.400 11.847 1.005
2025  1 16  9 10  0 2.85 5.400 11.846 1.005
2025  1 16  9 15  0 2.85 5.410 11.849 1.005
2025  1 16  9 20  0 2.85 5.400 11.852 1.005
2025  1 16  9 25  0 2.85 5.410 11.854 1.005
2025  1 16  9 30  0 2.85 5.450 11.839 1.005
2025  1 16  9 35  0 2.85 5.450 11.851 1.005
2025  1 16  9 40  0 2.85 5.440 11.825 1.004
2025  1 16  9 45  0 2.85 5.450 11.842 1.005
2025  1 16  9 50  0 2.85 5.460 11.837 1.005
2025  1 16  9 55  0 2.85 5.460 11.831 1.004
2025  1 16 10  0  0 2.85 5.489 11.833 1.005
2025  1 16 10  5  0 2.85 5.489 11.845 1.005
2025  1 16 10 10  0 2.85 5.489 11.839 1.005
2025  1 16 10 15  0 2.85 5.499 11.843 1.005
2025  1 16 10 20  0 2.85 5.509 11.837 1.005
2025  1 16 10 25  0 2.85 5.529 11.834 1.005
2025  1 16 10 30  0 2.85 5.549 11.821 1.005
2025  1 16 10 35  0 2.85 5.569 11.813 1.005
2025  1 16 10 40  0 2.85 5.579 11.811 1.005
2025  1 16 10 45  0 2.85 5.588 11.809 1.005
2025  1 16 10 50  0 2.85 5.588 11.813 1.005
2025  1 16 10 55  0 2.85 5.648 11.783 1.005
2025  1 16 11  0  0 2.85 5.667 11.782 1.005
2025  1 16 11  5  0 2.85 5.697 11.781 1.005
2025  1 16 11 10  0 2.85 5.707 11.775 1.005
2025  1 16 11 15  0 2.85 5.746 11.748 1.004
2025  1 16 11 20  0 2.85 5.806 11.734 1.004
2025  1 16 11 25  0 2.85 5.825 11.740 1.005
2025  1 16 11 30  0 2.85 5.845 11.737 1.005
2025  1 16 11 35  0 2.85 5.904 11.723 1.005
2025  1 16 11 40  0 2.85 5.953 11.700 1.005
2025  1 16 11 45  0 2.85 6.002 11.710 1.006
2025  1 16 11 50  0 2.85 6.061 11.661 1.004
2025  1 16 11 55  0 2.85 6.100 11.653 1.005
2025  1 16 12  0  0 2.84 6.169 11.644 1.005
2025  1 16 12  5  0 2.84 6.208 11.624 1.005
2025  1 16 12 10  0 2.84 6.267 11.605 1.004
2025  1 16 12 15  0 2.84 6.325 11.595 1.005
2025  1 16 12 20  0 2.84 6.403 11.565 1.005
2025  1 16 12 25  0 2.85 6.461 11.551 1.005
2025  1 16 12 30  0 2.85 6.510 11.542 1.005
2025  1 16 12 35  0 2.85 6.588 11.522 1.005
2025  1 16 12 40  0 2.85 6.656 11.513 1.005
2025  1 16 12 45  0 2.85 6.753 11.486 1.006
2025  1 16 12 50  0 2.85 6.830 11.459 1.005
2025  1 16 12 55  0 2.85 6.907 11.434 1.005
2025  1 16 13  0  0 2.85 6.994 11.416 1.005
2025  1 16 13  5  0 2.85 7.023 11.422 1.006
2025  1 16 13 10  0 2.85 7.061 11.410 1.005
2025  1 16 13 15  0 2.85 7.148 11.384 1.005
2025  1 16 13 20  0 2.84 7.186 11.369 1.005
2025  1 16 13 25  0 2.84 7.234 11.361 1.005
2025  1 16 13 30  0 2.84 7.273 11.352 1.005
2025  1 16 13 35  0 2.84 7.282 11.339 1.005
2025  1 16 13 40  0 2.84 7.330 11.332 1.005
2025  1 16 13 45  0 2.84 7.368 11.312 1.005
2025  1 16 13 50  0 2.84 7.407 11.312 1.005
2025  1 16 13 55  0 2.84 7.445 11.307 1.005
2025  1 16 14  0  0 2.84 7.483 11.284 1.005
2025  1 16 14  5  0 2.84 7.550 11.258 1.005
2025  1 16 14 10  0 2.84 7.607 11.253 1.005
2025  1 16 14 15  0 2.84 7.664 11.225 1.005
2025  1 16 14 20  0 2.85 7.731 11.214 1.005
2025  1 16 14 25  0 2.85 7.788 11.211 1.005
2025  1 16 14 30  0 2.85 7.864 11.184 1.005
2025  1 16 14 35  0 2.85 7.959 11.155 1.005
2025  1 16 14 40  0 2.85 8.025 11.123 1.005
2025  1 16 14 45  0 2.85 8.082 11.115 1.005
2025  1 16 14 50  0 2.85 8.138 11.103 1.005
2025  1 16 14 55  0 2.85 8.185 11.071 1.004
2025  1 16 15  0  0 2.85 8.233 11.072 1.005
2025  1 16 15  5  0 2.84 8.289 11.053 1.005
2025  1 16 15 10  0 2.84 8.327 11.061 1.006
2025  1 16 15 15  0 2.84 8.383 11.031 1.005
2025  1 16 15 20  0 2.84 8.449 11.012 1.005
2025  1 16 15 25  0 2.84 8.515 11.007 1.005
2025  1 16 15 30  0 2.84 8.562 10.992 1.005
2025  1 16 15 35  0 2.84 8.608 10.975 1.005
2025  1 16 15 40  0 2.84 8.665 10.961 1.005
2025  1 16 15 45  0 2.84 8.739 10.926 1.005
2025  1 16 15 50  0 2.84 8.805 10.916 1.005
2025  1 16 15 55  0 2.84 8.879 10.890 1.005
2025  1 16 16  0  0 2.85 8.973 10.876 1.005
2025  1 16 16  5  0 2.85 9.084 10.838 1.005
2025  1 16 16 10  0 2.85 9.158 10.817 1.005
2025  1 16 16 15  0 2.84 9.242 10.797 1.005
2025  1 16 16 20  0 2.84 9.362 10.772 1.005
2025  1 16 16 25  0 2.84 9.455 10.747 1.005
2025  1 16 16 30  0 2.84 9.565 10.699 1.004
2025  1 16 16 35  0 2.84 9.676 10.686 1.005
2025  1 16 16 40  0 2.84 9.796 10.641 1.005
2025  1 16 16 45  0 2.84 9.887 10.618 1.004
2025  1 16 16 50  0 2.84 9.988 10.598 1.005
2025  1 16 16 55  0 2.84 10.080 10.577 1.005
2025  1 16 17  0  0 2.84 10.217 10.537 1.005
2025  1 16 17  5  0 2.84 10.317 10.518 1.005
2025  1 16 17 10  0 2.84 10.408 10.497 1.005
2025  1 16 17 15  0 2.84 10.508 10.472 1.005
2025  1 16 17 20  0 2.84 10.626 10.446 1.005
2025  1 16 17 25  0 2.84 10.708 10.433 1.005
2025  1 16 17 30  0 2.84 10.789 10.410 1.005
2025  1 16 17 35  0 2.84 10.889 10.377 1.004
2025  1 16 17 40  0 2.84 10.961 10.365 1.005
2025  1 16 17 45  0 2.84 11.060 10.338 1.004
2025  1 16 17 50  0 2.84 11.142 10.312 1.004
2025  1 16 17 55  0 2.84 11.196 10.301 1.004
2025  1 16 18  0  0 2.84 11.294 10.292 1.005
2025  1 16 18  5  0 2.84 11.348 10.268 1.004
2025  1 16 18 10  0 2.84 11.429 10.245 1.004
2025  1 16 18 15  0 2.84 11.510 10.226 1.004
2025  1 16 18 20  0 2.84 11.617 10.203 1.004
2025  1 16 18 25  0 2.84 11.671 10.197 1.005
2025  1 16 18 30  0 2.84 11.778 10.158 1.004
2025  1 16 18 35  0 2.84 11.832 10.159 1.004
2025  1 16 18 40  0 2.84 11.939 10.121 1.004
2025  1 16 18 45  0 2.84 12.028 10.120 1.005
2025  1 16 18 50  0 2.84 12.099 10.091 1.004
2025  1 16 18 55  0 2.84 12.161 10.087 1.004
2025  1 16 19  0  0 2.84 12.214 10.077 1.005
2025  1 16 19  5  0 2.84 12.268 10.056 1.004
2025  1 16 19 10  0 2.84 12.330 10.059 1.005
2025  1 16 19 15  0 2.84 12.348 10.052 1.004
2025  1 16 19 20  0 2.84 12.410 10.036 1.004
2025  1 16 19 25  0 2.84 12.463 10.024 1.004
2025  1 16 19 30  0 2.84 12.480 10.029 1.004
2025  1 16 19 35  0 2.84 12.525 9.999 1.004
2025  1 16 19 40  0 2.84 12.489 10.030 1.004
2025  1 16 19 45  0 2.84 12.533 10.009 1.004
2025  1 16 19 50  0 2.84 12.507 10.023 1.004
2025  1 16 19 55  0 2.84 12.507 10.029 1.004
2025  1 16 20  0  0 2.84 12.516 10.021 1.004
2025  1 16 20  5  0 2.84 12.498 10.041 1.004
2025  1 16 20 10  0 2.84 12.454 10.063 1.005
2025  1 16 20 15  0 2.84 12.445 10.052 1.004
