2024 01 26 18 24 45.12  08.170  09.864  0000.06  00.26  05.74  297.1  009.23  06.559  1004.840  1454.83 
2024 01 26 18 24 45.37  28.322  09.705  0000.13  09.99  07.17  297.1  009.26  25.414  1019.524  1477.10 
2024 01 26 18 24 45.62  28.421  09.704  0000.17  11.35  08.11  297.1  009.23  25.513  1019.601  1477.22 
2024 01 26 18 24 45.87  28.419  09.705  0000.16  11.31  08.13  297.1  009.23  25.510  1019.599  1477.22 
2024 01 26 18 24 46.12  28.401  09.703  0000.23  12.00  08.13  297.1  009.26  25.494  1019.587  1477.19 
2024 01 26 18 24 46.37  28.394  09.704  0000.38  11.77  08.14  297.1  009.23  25.486  1019.581  1477.19 
2024 01 26 18 24 46.62  28.367  09.706  0000.48  12.15  08.13  297.1  009.23  25.458  1019.560  1477.16 
2024 01 26 18 24 46.87  28.341  09.709  0000.59  12.75  08.14  297.1  009.23  25.430  1019.538  1477.14 
2024 01 26 18 24 47.12  28.347  09.708  0000.69  13.49  08.14  297.1  009.23  25.437  1019.543  1477.15 
2024 01 26 18 24 47.37  28.405  09.705  0000.78  12.84  08.14  297.1  009.26  25.496  1019.591  1477.21 
2024 01 26 18 24 47.62  28.460  09.700  0000.86  13.28  08.14  302.6  009.23  25.555  1019.637  1477.27 
2024 01 26 18 24 47.87  28.492  09.696  0000.91  13.30  08.14  302.6  009.26  25.589  1019.665  1477.29 
2024 01 26 18 24 48.12  28.553  09.693  0000.95  13.87  08.14  302.6  009.23  25.651  1019.714  1477.36 
2024 01 26 18 24 48.37  28.650  09.680  0001.02  13.52  08.14  302.6  009.26  25.756  1019.798  1477.44 
2024 01 26 18 24 48.62  28.861  09.652  0001.08  13.01  08.14  302.6  009.26  25.985  1019.980  1477.62 
2024 01 26 18 24 48.87  28.957  09.646  0001.10  12.90  08.14  302.6  009.23  26.085  1020.059  1477.71 
2024 01 26 18 24 49.12  29.042  09.640  0001.16  12.65  08.14  302.6  009.26  26.174  1020.130  1477.80 
2024 01 26 18 24 49.37  29.097  09.636  0001.17  12.60  08.14  302.6  009.23  26.232  1020.175  1477.86 
2024 01 26 18 24 49.62  29.114  09.636  0001.18  12.43  08.13  302.6  009.23  26.248  1020.188  1477.88 
2024 01 26 18 24 49.87  29.132  09.639  0001.20  12.32  08.13  302.6  009.23  26.264  1020.201  1477.91 
2024 01 26 18 24 50.12  29.166  09.635  0001.20  12.17  08.13  302.6  009.23  26.301  1020.230  1477.94 
2024 01 26 18 24 50.37  29.181  09.636  0001.18  12.11  08.14  302.6  009.26  26.316  1020.241  1477.96 
2024 01 26 18 24 50.62  29.205  09.634  0001.17  11.96  08.14  308.6  009.26  26.341  1020.261  1477.98 
2024 01 26 18 24 50.87  29.213  09.632  0001.16  11.85  08.14  308.6  009.26  26.350  1020.268  1477.98 
2024 01 26 18 24 51.12  29.224  09.633  0001.19  12.55  08.14  308.6  009.26  26.360  1020.276  1478.00 
2024 01 26 18 24 51.37  29.240  09.631  0001.21  12.81  08.14  308.6  009.23  26.377  1020.290  1478.01 
2024 01 26 18 24 51.62  29.240  09.633  0001.22  12.56  08.14  308.6  009.23  26.376  1020.289  1478.02 
2024 01 26 18 24 51.87  29.208  09.637  0001.24  12.30  08.14  308.6  009.26  26.341  1020.261  1477.99 
2024 01 26 18 24 52.12  29.173  09.637  0001.21  12.69  08.14  308.6  009.26  26.306  1020.233  1477.95 
2024 01 26 18 24 52.37  29.165  09.636  0001.20  13.30  08.14  308.6  009.23  26.299  1020.228  1477.94 
2024 01 26 18 24 52.62  29.169  09.637  0001.19  13.37  08.13  308.6  009.23  26.302  1020.230  1477.95 
2024 01 26 18 24 52.87  29.178  09.637  0001.19  14.28  08.14  308.6  009.23  26.312  1020.238  1477.96 
2024 01 26 18 24 53.12  29.177  09.636  0001.20  14.12  08.14  308.6  009.23  26.312  1020.238  1477.95 
2024 01 26 18 24 53.37  29.168  09.638  0001.22  14.28  08.14  308.6  009.23  26.301  1020.229  1477.95 
2024 01 26 18 24 53.62  29.143  09.644  0001.22  14.04  08.14  312.8  009.26  26.272  1020.206  1477.93 
2024 01 26 18 24 53.87  29.082  09.648  0001.21  13.67  08.14  312.8  009.23  26.208  1020.156  1477.87 
2024 01 26 18 24 54.12  29.107  09.641  0001.21  13.19  08.14  312.8  009.23  26.238  1020.180  1477.88 
2024 01 26 18 24 54.37  29.103  09.644  0001.20  13.22  08.14  312.8  009.23  26.232  1020.174  1477.88 
2024 01 26 18 24 54.62  29.087  09.645  0001.21  12.62  08.14  312.8  009.26  26.215  1020.161  1477.87 
2024 01 26 18 24 54.87  29.080  09.649  0001.20  12.53  08.14  312.8  009.26  26.206  1020.154  1477.87 
2024 01 26 18 24 55.12  29.069  09.655  0001.20  12.72  08.14  312.8  009.23  26.190  1020.141  1477.88 
