	2024	1	7	06   00	0.39		52.65	7	06   30	0.38	51.82	   	7	07   00	0.39	52.65									
	2024	1	7	07   30	0.36		50.17	7	08   00	0.39	52.65	   	7	08   30	0.37	50.99									
	2024	1	7	09   00	0.37		50.99	7	09   30	0.37	50.99	   	7	10   00	0.37	50.99									
	2024	1	7	10   30	0.39		52.65	7	11   00	0.35	49.34	   	7	11   30	0.39	52.65									
	2024	1	7	12   00	0.38		51.82	7	12   30	0.39	52.65	   	7	13   00	0.36	50.17									
	2024	1	7	13   30	0.38		51.82	7	14   00	0.37	50.99	   	7	14   30	0.38	51.82									
	2024	1	7	15   00	0.36		50.17	7	15   30	0.36	50.17	   	7	16   00	0.38	51.82									
	2024	1	7	16   30	0.36		50.17	7	17   00	0.37	50.99	   	7	17   30	0.36	50.17									
	2024	1	7	18   00	0.38		51.82	7	18   30	0.36	50.17	   	7	19   00	0.37	50.99									
	2024	1	7	19   30	0.36		50.17	7	20   00	0.38	51.82	   	7	20   30	0.38	51.82									
	2024	1	7	21   00	0.37		50.99	7	21   30	0.38	51.82	   	7	22   00	0.38	51.82									
	2024	1	7	22   30	0.40		53.48	7	23   00	0.38	51.82	   	7	23   30	0.38	51.82									
	2024	1	8	00   00	0.38		51.82	8	00   30	0.40	53.48	   	8	01   00	0.37	50.99									
	2024	1	8	01   30	0.38		51.82	8	02   00	0.39	52.65	   	8	02   30	0.38	51.82									
	2024	1	8	03   00	0.39		52.65	8	03   30	0.37	50.99	   	8	04   00	0.39	52.65									
	2024	1	8	04   30	0.38		51.82	8	05   00	0.38	51.82	   	8	05   30	0.37	50.99									
	2024	1	8	06   00	0.39		52.65	8	06   30	0.38	51.82	   	8	07   00	0.39	52.65									
	2024	1	8	07   30	0.39		52.65	8	08   00	0.38	51.82	   	8	08   30	0.40	53.48									
	2024	1	8	09   00	0.38		51.82	8	09   30	0.39	52.65	   	8	10   00	0.38	51.82									
	2024	1	8	10   30	0.39		52.65	8	11   00	0.37	50.99	   	8	11   30	0.38	51.82									
	2024	1	8	12   00	0.37		50.99	8	12   30	0.38	51.82	   	8	13   00	0.38	51.82									
	2024	1	8	13   30	0.36		50.17	8	14   00	0.38	51.82	   	8	14   30	0.38	51.82									
	2024	1	8	15   00	0.38		51.82	8	15   30	0.34	48.55	   	8	16   00	0.37	50.99									
	2024	1	8	16   30	0.36		50.17	8	17   00	0.39	52.65	   	8	17   30	0.33	47.76									
	2024	1	8	18   00	0.37		50.99	8	18   30	0.40	53.48	   	8	19   00	0.34	48.55									
	2024	1	8	19   30	0.34		48.55	8	20   00	0.37	50.99	   	8	20   30	0.39	52.65									
	2024	1	8	21   00	0.37		50.99	8	21   30	0.37	50.99	   	8	22   00	0.35	49.34									
	2024	1	8	22   30	0.41		54.35	8	23   00	0.38	51.82	   	8	23   30	0.35	49.34									
	2024	1	9	00   00	0.38		51.82	9	00   30	0.40	53.48	   	9	01   00	0.37	50.99									
	2024	1	9	01   30	0.34		48.55	9	02   00	0.37	50.99	   	9	02   30	0.39	52.65									
	2024	1	9	03   00	0.40		53.48	9	03   30	0.34	48.55	   	9	04   00	0.37	50.99									
	2024	1	9	04   30	0.39		52.65	9	05   00	0.36	50.17	   	9	05   30	0.34	48.55									
	2024	1	9	06   00	0.36		50.17	9	06   30	0.37	50.99	   	9	07   00	0.35	49.34									
	2024	1	9	07   30	0.34		48.55	9	08   00	0.34	48.55	   	9	08   30	0.39	52.65									
	2024	1	9	09   00	0.36		50.17	9	09   30	0.35	49.34	   	9	10   00	0.35	49.34									
	2024	1	9	10   30	0.38		51.82	9	11   00	0.36	50.17	   	9	11   30	0.36	50.17									
	2024	1	9	12   00	0.36		50.17	9	12   30	0.39	52.65	   	9	13   00	0.39	52.65									
	2024	1	9	13   30	0.35		49.34	9	14   00	0.37	50.99	   	9	14   30	0.37	50.99									
	2024	1	9	15   00	0.38		51.82	9	15   30	0.36	50.17	   	9	16   00	0.37	50.99									
	2024	1	9	16   30	0.37		50.99	9	17   00	0.38	51.82	   	9	17   30	0.38	51.82									
